trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1359432419		1359432419.sql	2013-01-29 04:06:59	0	0	0		4		26	4	0	26	0	0	0	0	0			26	0	0	26	0	26	
1	1359587327	1359432419.sql	1359587327.sql	2013-01-30 23:08:47	1	1	1	4	4	26	27	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
2	1359930631	1359587327.sql	1359930631.sql	2013-02-03 22:30:31	5	1	1	4	4	27	27	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
3	1360053528	1359930631.sql	1360053528.sql	2013-02-05 08:38:48	7	1	1	4	4	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	1362440125	1360053528.sql	1362440125.sql	2013-03-04 23:35:25	34	1	2	4	4	27	27	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6	
5	1363326461	1362440125.sql	1363326461.sql	2013-03-15 05:47:41	45	1	2	4	5	27	29	1	0	2	0	0	0	7	0	1	2	2	0	7	2	7	9	
6	1363326718	1363326461.sql	1363326718.sql	2013-03-15 05:51:58	45	1	2	5	5	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1363911924	1363326718.sql	1363911924.sql	2013-03-22 00:25:24	51	1	2	5	5	29	30	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
8	1366014223	1363911924.sql	1366014223.sql	2013-04-15 08:23:43	76	1	3	5	5	30	32	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	
9	1367538313	1366014223.sql	1367538313.sql	2013-05-02 23:45:13	93	1	4	5	5	32	33	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
10	1372927331	1367538313.sql	1372927331.sql	2013-07-04 08:42:11	156	1	6	5	5	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	1375810534	1372927331.sql	1375810534.sql	2013-08-06 17:35:34	189	1	7	5	5	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1375871617	1375810534.sql	1375871617.sql	2013-08-07 10:33:37	190	1	7	5	5	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
